Ngành Tiếng Việt,Trường,Mã ngành,Tổ hợp,Phương thức,Điểm chuẩn,Ghi chú
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - DKK - Đại học kinh tế kỹ thuật công nghiệp,7480102DKK,A00; A01; C01; D01,Điểm chuẩn theo Điểm học bạ năm 2024,24.5,Cơ sở Hà Nội
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - DKK - Đại học kinh tế kỹ thuật công nghiệp,7480102DKD,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,75,Cơ sở Nam Định
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - DKK - Đại học kinh tế kỹ thuật công nghiệp,7480102DKK,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,76,Cơ sở Hà Nội
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - DKK - Đại học kinh tế kỹ thuật công nghiệp,7480102DKD,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,50,Cơ sở Nam Định
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - DKK - Đại học kinh tế kỹ thuật công nghiệp,7480102DKK,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,50.5,Cơ sở Hà Nội
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - GTS-Trường đại học Giao Thông Vận Tải TP.HCM,7480102A,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,20,
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - GTS-Trường đại học Giao Thông Vận Tải TP.HCM,7480102A,A00; A01; D01; D07,Điểm chuẩn theo Điểm học bạ năm 2024,900,Thang điểm 1200
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - GTS-Trường đại học Giao Thông Vận Tải TP.HCM,7480102A,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,800,
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - DCN - Đại học công nghiệp Hà Nội,7480102,A00; A01,Điểm chuẩn theo Điểm thi THPT năm 2024,24.35,
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - DCN - Đại học công nghiệp Hà Nội,7480102,A00; A01,Điểm chuẩn theo Điểm học bạ năm 2024,28.16,
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - DCN - Đại học công nghiệp Hà Nội,7480102,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,16.04,
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - DCN - Đại học công nghiệp Hà Nội,7480102,A00; A01,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,25.76,
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - BVH BVS - Học viện công nghệ bưu chính viễn thông,7480102,A00; A01,Điểm chuẩn theo Điểm thi THPT năm 2024,25.59,TTNV<=11
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - BVH BVS - Học viện công nghệ bưu chính viễn thông,7480102,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,19.45,
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - BVH BVS - Học viện công nghệ bưu chính viễn thông,7480102,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,19.45,
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - BVH BVS - Học viện công nghệ bưu chính viễn thông,7480102,A00; A01,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,23.74,Học bạ và CCQT
Mạng máy tính và truyền thông dữ liệu,Điểm chuẩn năm 2024 - QSC- Trường đại học Công Nghệ Thông Tin (ĐHQG-TP.HCM),Mạng máy tính và Truyền thông dữ liệu,26,"2021
DGNL",810,"26,35"
Marketing,Điểm chuẩn năm 2024 - GDU - Trường đại học Gia Định (*),7340115,A01; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Marketing,Điểm chuẩn năm 2024 - GDU - Trường đại học Gia Định (*),7340115,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,16.5,
Marketing,Điểm chuẩn năm 2024 - GDU - Trường đại học Gia Định (*),7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Marketing,Điểm chuẩn năm 2024 - DHV - Trường Đại học Hùng Vương TPHCM,7340115,A00; D01; C00; C01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Marketing,Điểm chuẩn năm 2024 - DHV - Trường Đại học Hùng Vương TPHCM,7340115,A00; D01; C00; C01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Marketing,Điểm chuẩn năm 2024 - UMT - Trường Đại học Quản lý và công nghệ TPHCM,7340115,A00; A01; D01; D03; C00,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Marketing,Điểm chuẩn năm 2024 - UMT - Trường Đại học Quản lý và công nghệ TPHCM,7340115,A00; A01; D01; D03; C00,Điểm chuẩn theo Điểm học bạ năm 2024,6,
Marketing,Điểm chuẩn năm 2024 - UMT - Trường Đại học Quản lý và công nghệ TPHCM,7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Marketing,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7340115,A00; A01; D01; D03; D09,Điểm chuẩn theo Điểm thi THPT năm 2024,18,
Marketing,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7340115,A00; A01; D01; D03; D09,Điểm chuẩn theo Điểm học bạ năm 2024,6,
Marketing,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7340115,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,67,
Marketing,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Marketing,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340115,A00; A01; C04; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Marketing,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340115,,Điểm chuẩn theo Điểm học bạ năm 2024,6,Điểm TBC cả năm L12
Marketing,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340115,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,ĐTB 03 môn trong 03 học kỳ (2 học kỳ L11 và học kỳ 1 L12)
Marketing,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340115,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,ĐTB 03 môn trong 2 học kỳ L12
Marketing,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340115,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,"ĐTB 03 môn trong 05 học kỳ (2 học kỳ L10, 2 học kỳ L11 và học kỳ 1 L12)"
Marketing,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,611,
Marketing,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340115,A00; A01; D01; C00,Điểm chuẩn theo Điểm thi THPT năm 2024,18,
Marketing,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340115,A00; A01; D01; C00,Điểm chuẩn theo Điểm học bạ năm 2024,18,Học bạ lớp 12
Marketing,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340115,A00; A01; D01; C00,Điểm chuẩn theo Điểm học bạ năm 2024,18,Học bạ 3 học kỳ
Marketing,Điểm chuẩn năm 2024 - UEF - Trường Đại học Kinh tế - Tài chính Thành phố Hồ Chí Minh,7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Marketing,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7340115,A00; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,"CTC học Tiếng Việt, NN Tiếng Anh"
Marketing,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),73401150,A00; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,"CTC học Tiếng Việt, NN Tiếng Anh"
Marketing,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7340115C2,A00; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,"CTC học Tiếng Việt, NN Tiếng Anh"
Marketing,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7340115,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,"CTC Học Tiếng Việt, NN Tiếng Anh"
Marketing,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),73401150,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,"CTC Học Tiếng Việt, NN Tiếng Anh"
Marketing,Điểm chuẩn năm 2024 - BVU (DBV) - Trường đại học Bà Rịa - Vũng Tàu (*),7340115C2,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,"CTC Học Tiếng Việt, NN Tiếng Anh"
Marketing,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7340115,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,22,
Marketing,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7340115,A00; A01; D26; D27; D28; D29; D30; AH3; D01; D02; D03; D04; D05; D06; DD2; D07; D21; D22; D23; D24; D25; AH2,Điểm chuẩn theo Điểm học bạ năm 2024,42,Thang điểm 100
Marketing,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Marketing,Điểm chuẩn năm 2024 - KSA KSV -Trường đại học Kinh Tế TP.HCM (Phân hiệu Vĩnh Long),7340115,,"Điểm chuẩn theo ƯTXT, XT thẳng năm 2024",49,Xét tuyển học sinh giỏi; thang điểm 100
Marketing,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340115,A00; A01; D01; D07,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Marketing,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340115_DM,A00; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Marketing,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340115,,Điểm chuẩn theo Điểm học bạ năm 2024,6,Điểm TB học bạ
Marketing,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340115_DM,,Điểm chuẩn theo Điểm học bạ năm 2024,6,Điểm TB học bạ
Marketing,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340115,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,70,
Marketing,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340115_DM,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,70,
Marketing,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,550,
Marketing,Điểm chuẩn năm 2024 - NTT - Trường đại học Nguyễn Tất Thành (*),7340115_DM,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,550,
Marketing,Điểm chuẩn năm 2024 - QSA (TAG)-Trường đại học An Giang,7340115,A00; A01; C15; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,23.17,
Marketing,Điểm chuẩn năm 2024 - QSA (TAG)-Trường đại học An Giang,7340115,A00; A01; C15; D01,Điểm chuẩn theo Điểm học bạ năm 2024,26,
Marketing,Điểm chuẩn năm 2024 - QSA (TAG)-Trường đại học An Giang,7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,611,
Marketing,Điểm chuẩn năm 2024 - BVS - Học viện công nghệ bưu chính viễn thông (Cơ sở TP.HCM),7340115,A00; A01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,24.24,TTNV<=5
Marketing,Điểm chuẩn năm 2024 - BVS - Học viện công nghệ bưu chính viễn thông (Cơ sở TP.HCM),7340115_CLC,A00; A01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,18,TTNV<=5
Marketing,Điểm chuẩn năm 2024 - BVS - Học viện công nghệ bưu chính viễn thông (Cơ sở TP.HCM),7340115,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,15.93,
Marketing,Điểm chuẩn năm 2024 - BVS - Học viện công nghệ bưu chính viễn thông (Cơ sở TP.HCM),7340115_CLC,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,15.28,
Marketing,Điểm chuẩn năm 2024 - BVS - Học viện công nghệ bưu chính viễn thông (Cơ sở TP.HCM),7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,15.93,
Marketing,Điểm chuẩn năm 2024 - BVS - Học viện công nghệ bưu chính viễn thông (Cơ sở TP.HCM),7340115_CLC,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,15.28,
Marketing,Điểm chuẩn năm 2024 - BVS - Học viện công nghệ bưu chính viễn thông (Cơ sở TP.HCM),7340115,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,15.93,
Marketing,Điểm chuẩn năm 2024 - BVS - Học viện công nghệ bưu chính viễn thông (Cơ sở TP.HCM),7340115_CLC,,Điểm chuẩn theo Điểm Đánh giá Tư duy năm 2024,15.28,
Marketing,Điểm chuẩn năm 2024 - BVS - Học viện công nghệ bưu chính viễn thông (Cơ sở TP.HCM),7340115,A00; A01; D01,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,23.87,Học bạ và CCQT
Marketing,Điểm chuẩn năm 2024 - BVS - Học viện công nghệ bưu chính viễn thông (Cơ sở TP.HCM),7340115_CLC,A00; A01; D01,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,21.53,"Học bạ và CCQT, CT chất lượng cao"
Marketing,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7340115,A00; A01; C02; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,24.6,
Marketing,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7340115,A00; A01; C02; D01,Điểm chuẩn theo Điểm học bạ năm 2024,28.3,
Marketing,Điểm chuẩn năm 2024 - TCT-Trường đại học Cần Thơ,7340115,A00; A01,Điểm chuẩn theo Điểm Đánh giá đầu vào V-SAT năm 2024,309,
Marketing,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340115,A01; C01; D01; D96,Điểm chuẩn theo Điểm thi THPT năm 2024,25.25,
Marketing,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340115C,A01; C01; D01; D96,Điểm chuẩn theo Điểm thi THPT năm 2024,22.5,CT tăng cường tiếng Anh
Marketing,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340115,A01; C01; D01; D96,Điểm chuẩn theo Điểm học bạ năm 2024,28.5,
Marketing,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340115C,A01; C01; D01; D96,Điểm chuẩn theo Điểm học bạ năm 2024,26,Chương trình tăng cường tiếng Anh
Marketing,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,830,
Marketing,Điểm chuẩn năm 2024 - HUI-Trường đại học Công Nghiệp TP.HCM,7340115C,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,700,Chương trình tăng cường tiếng Anh
Marketing,Điểm chuẩn năm 2024 - TBD - Trường đại học Thái Bình Dương (*),7340115,A00; D01; D03; D06; A01; D29; D28; D07; D24; D23,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Marketing,Điểm chuẩn năm 2024 - TBD - Trường đại học Thái Bình Dương (*),7340115,A00; A01; A09; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Marketing,Điểm chuẩn năm 2024 - TBD - Trường đại học Thái Bình Dương (*),7340115,A00; A01; A09; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Marketing,Điểm chuẩn năm 2024 - TBD - Trường đại học Thái Bình Dương (*),7340115,A00; D01; D03; D06; A01; D29; D28; D07; D24; D23,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Marketing,Điểm chuẩn năm 2024 - TBD - Trường đại học Thái Bình Dương (*),7340115,A00; A01; A09; D01,Điểm chuẩn theo Điểm học bạ năm 2024,6,
Marketing,Điểm chuẩn năm 2024 - TBD - Trường đại học Thái Bình Dương (*),7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,550,
Marketing,Điểm chuẩn năm 2024 - TBD - Trường đại học Thái Bình Dương (*),7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,550,
Marketing,Điểm chuẩn năm 2024 - TBD - Trường đại học Thái Bình Dương (*),7340115,,Điểm chuẩn theo Điểm xét tốt nghiệp THPT năm 2024,5.5,
Marketing,Điểm chuẩn năm 2024 - TBD - Trường đại học Thái Bình Dương (*),7340115,,Điểm chuẩn theo Điểm xét tốt nghiệp THPT năm 2024,5.5,
Marketing,Điểm chuẩn năm 2024 - CCM - Trường đại học công nghiệp dệt may thời trang Hà Nội,7340115,A00; A01; B00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Marketing,Điểm chuẩn năm 2024 - CCM - Trường đại học công nghiệp dệt may thời trang Hà Nội,7340115,A00; A01; B00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,20,
Marketing,Điểm chuẩn năm 2024 - CEA - Trường Đại học kinh tế Nghệ An,7340115,A00; A01; B00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,17,
Marketing,Điểm chuẩn năm 2024 - CEA - Trường Đại học kinh tế Nghệ An,7340115,A00; A01; B00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,17,
Marketing,Điểm chuẩn năm 2024 - DTE - Trường đại học kinh tế,7340115,A00; A01; C04; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,18.5,
Marketing,Điểm chuẩn năm 2024 - DTE - Trường đại học kinh tế,7340115-TA,A00; A01; C04; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,20,CT dạy và học bằng Tiếng Anh
Marketing,Điểm chuẩn năm 2024 - DTE - Trường đại học kinh tế,7340115,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,19,
Marketing,Điểm chuẩn năm 2024 - DTE - Trường đại học kinh tế,7340115-TA,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,21,CT dạy và học bằng Tiếng Anh
Marketing,Điểm chuẩn năm 2024 - DLH - Trường đại học dân lập Lạc Hồng (*),7340115,A00; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,16.25,
Marketing,Điểm chuẩn năm 2024 - DKC - Trường đại học công nghệ TP.HCM (HUTECH)(*),7340115,A00; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,20,
Marketing,Điểm chuẩn năm 2024 - DKC - Trường đại học công nghệ TP.HCM (HUTECH)(*),7340115,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,Đợt 1; 3 HK; Lớp 12
Marketing,Điểm chuẩn năm 2024 - DKC - Trường đại học công nghệ TP.HCM (HUTECH)(*),7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,700,
Marketing,Điểm chuẩn năm 2024 - DTD - Trường đại học Tây Đô (*),7340115,A00; A01; D01; C04,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Marketing,Điểm chuẩn năm 2024 - DTD - Trường đại học Tây Đô (*),7340115,A00; A01; D01; C04,Điểm chuẩn theo Điểm học bạ năm 2024,16.5,
Marketing,Điểm chuẩn năm 2024 - DTD - Trường đại học Tây Đô (*),7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,500,
Marketing,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7340115,A00; A01; D01; D78,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Marketing,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7340115DL,A01; D01; D04; D78,Điểm chuẩn theo Điểm thi THPT năm 2024,15,Phân hiệu tại Đắk Lắk
Marketing,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7340115,A00; A01; D01; C01,Điểm chuẩn theo Điểm học bạ năm 2024,6,KQ Học tập lớp 12
Marketing,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7340115,A00; A01; D01; C01,Điểm chuẩn theo Điểm học bạ năm 2024,18,KQ Học tập 3 HK
Marketing,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7340115,A00; A01; D01; C01,Điểm chuẩn theo Điểm học bạ năm 2024,6,KQ Học tập lớp 12
Marketing,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7340115,A00; A01; D01; C01,Điểm chuẩn theo Điểm học bạ năm 2024,18,KQ Học tập 3 HK
Marketing,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Marketing,Điểm chuẩn năm 2024 - DAD - Trường đại học Đông Á(*),7340115DL,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,Phân hiệu tại Đắk Lắk
Marketing,Điểm chuẩn năm 2024 - DDN - Trường đại học Đại Nam,7340115,A00; C03; D01; D10,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Marketing,Điểm chuẩn năm 2024 - DDN - Trường đại học Đại Nam,7340115,A00; C03; D01; D10,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Marketing,Điểm chuẩn năm 2024 - DVL - Trường đại học dân lập Văn Lang (*),7340115,A00; A01; C01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Marketing,Điểm chuẩn năm 2024 - DVL - Trường đại học dân lập Văn Lang (*),7340115,A00; A01; C01; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Marketing,Điểm chuẩn năm 2024 - DVL - Trường đại học dân lập Văn Lang (*),7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,650,
Marketing,Điểm chuẩn năm 2024 - DNC - Trường đại học nam Cần Thơ(*),7340115,A00; A01; C04; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Marketing,Điểm chuẩn năm 2024 - DNC - Trường đại học nam Cần Thơ(*),7340115,A00; A01; C04; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Marketing,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7340115,A00; A16; C01; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,16,
Marketing,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7340115,A00; C01; C02; D01,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Marketing,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7340115,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,85,
Marketing,Điểm chuẩn năm 2024 - DDT - Đại học Duy Tân (*),7340115,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,650,
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - GDU - Trường đại học Gia Định (*),7220201,A01; A01; C00; D01,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - GDU - Trường đại học Gia Định (*),7220201,A00; A01; C00; D01,Điểm chuẩn theo Điểm học bạ năm 2024,16.5,
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - GDU - Trường đại học Gia Định (*),7220201,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - HPU - Trường Đại học Quản lý và Công nghệ Hải Phòng,7220201,D01; D66; D14; D15,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - HPU - Trường Đại học Quản lý và Công nghệ Hải Phòng,7220201,D01; D66; D14; D15,Điểm chuẩn theo Điểm học bạ năm 2024,15,
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - HPU - Trường Đại học Quản lý và Công nghệ Hải Phòng,7220201,D01; D66; D14; D15,Điểm chuẩn theo Điểm xét tuyển kết hợp năm 2024,15,Kết hợp điểm thi TN THPT với CCTA Quốc tế
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - DHV - Trường Đại học Hùng Vương TPHCM,7220201,D01; D14; D15; D66,Điểm chuẩn theo Điểm thi THPT năm 2024,15,
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - DHV - Trường Đại học Hùng Vương TPHCM,7220201,D01; D14; D15; D66,Điểm chuẩn theo Điểm học bạ năm 2024,18,
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - SIU - Trường Đại Học Quốc Tế Sài Gòn,7220201,D01; D11; D12; D15,Điểm chuẩn theo Điểm thi THPT năm 2024,17,
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - SIU - Trường Đại Học Quốc Tế Sài Gòn,7220201,D01; D11; D12; D15,Điểm chuẩn theo Điểm học bạ năm 2024,6.5,
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - SIU - Trường Đại Học Quốc Tế Sài Gòn,7220201,D01; D11; D12; D15,Điểm chuẩn theo Điểm học bạ năm 2024,20,Điểm TB lớp 12 là 6.5
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - SIU - Trường Đại Học Quốc Tế Sài Gòn,7220201,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,650,
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7220201,D01; D09; D14; D15,Điểm chuẩn theo Điểm thi THPT năm 2024,18,Tiếng Anh nhân 2; điểm Tiếng Anh chưa nhân hệ số đạt từ 5.0 điểm trở lên.
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7220201,D01; D09; D14; D15,Điểm chuẩn theo Điểm học bạ năm 2024,6,Tiếng Anh nhân 2; điểm Tiếng Anh chưa nhân hệ số đạt từ 5.0 điểm trở lên.
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7220201,,Điểm chuẩn theo Điểm ĐGNL HN năm 2024,67,
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - HSU (DTH) - trường đại học Hoa Sen (*),7220201,,Điểm chuẩn theo Điểm ĐGNL HCM năm 2024,600,
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7220201,A01; D01; D10; D15,Điểm chuẩn theo Điểm thi THPT năm 2024,16.2,
Ngôn ngữ Anh,Điểm chuẩn năm 2024 - DVH - Trường đại học Văn Hiến (*),7220201,,Điểm chuẩn theo Điểm học bạ năm 2024,6,Điểm TBC cả năm L12
